Car_id,Date,Customer_Name,Gender,Annual_Income,Dealer_Name,Company,Model,Price,Dealer_No,Phone,Transmission_Auto,Transmission_Manual,Color_Black,Color_Pale_White,Color_Red,Body_Style_Hardtop,Body_Style_Hatchback,Body_Style_Passenger,Body_Style_Sedan,Body_Style_SUV,Engine_Double_Overhead_Camshaft,Engine_Overhead_Camshaft,Dealer_Region_Aurora,Dealer_Region_Austin,Dealer_Region_Greenville,Dealer_Region_Janesville,Dealer_Region_Middletown,Dealer_Region_Pasco,Dealer_Region_Scottsdale,Car_Age
C_CND_003499,2022-06-26,Aidan,1,1500000,Rabun Used Car Sales,Pontiac,Sunfire,43001,85257-3102,8878961,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
C_CND_003500,2022-06-26,Aiden,0,690000,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,29000,53546-9427,7461518,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
C_CND_003501,2022-06-26,Alexander,0,13500,Rabun Used Car Sales,Dodge,Ram Pickup,21000,85257-3102,8171074,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003502,2022-06-26,Ali,1,1060000,Race Car Help,Oldsmobile,Silhouette,14000,78758-7841,8938014,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
C_CND_003503,2022-06-26,Malak,0,13500,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,20000,53546-9427,6599743,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003504,2022-06-26,Ayaan,1,2076000,Suburban Ford,Toyota,Tacoma,36600,53546-9427,6319107,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003505,2022-06-26,Jada,1,495000,Chrysler Plymouth,Mercedes-B,C-Class,17000,53546-9427,7121088,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003506,2022-06-26,Joseph,1,1200000,Star Enterprises Inc,Mitsubishi,Montero Sport,42000,99301-3882,7550121,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003507,2022-06-26,Jaelyn,1,1100000,Clay Johnson Auto Sales,Dodge,Dakota,21000,78758-7841,6956026,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
C_CND_003508,2022-06-26,Jamie,0,632000,Diehl Motor CO Inc,Mercedes-B,SLK230,14000,06457-3834,6301821,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
C_CND_003509,2022-06-26,Jasmin,1,455000,Enterprise Rent A Car,Mitsubishi,3000GT,19000,60504-7114,7746694,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
C_CND_003510,2022-06-26,Leilani,1,1501000,Clay Johnson Auto Sales,Oldsmobile,Cutlass,41100,78758-7841,6335512,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
C_CND_003511,2022-06-26,Lesley,1,950000,Diehl Motor CO Inc,Volkswagen,Jetta,69000,06457-3834,8309694,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003512,2022-06-26,Leslie,1,970000,Enterprise Rent A Car,Audi,A6,14000,60504-7114,7295188,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
C_CND_003513,2022-06-26,Lesly,1,13500,Gartner Buick Hyundai Saab,Oldsmobile,Cutlass,46001,38701-8047,7681983,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
C_CND_003514,2022-06-26,Leyla,1,345000,Hatfield Volkswagen,Mitsubishi,3000GT,19001,99301-3882,6606602,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
C_CND_003515,2022-06-26,Lia,1,817500,Iceberg Rentals,Nissan,Altima,20500,53546-9427,6608242,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003516,2022-06-26,Liana,1,13500,McKinney Dodge Chrysler Jeep,BMW,528i,29000,85257-3102,7732309,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003517,2022-06-26,Charly,1,660000,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Expedition,10000,99301-3882,8625921,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2
C_CND_003518,2022-06-26,Enzo,0,1020000,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,19000,53546-9427,7213675,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
C_CND_003519,2022-06-26,Leo,1,1850000,Rabun Used Car Sales,Cadillac,Eldorado,31000,85257-3102,7510399,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003520,2022-06-26,Morgane,0,330500,Race Car Help,Honda,Civic,45500,78758-7841,7528027,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003521,2022-06-26,Matthieu,1,13500,Ryder Truck Rental and Leasing,Chrysler,Sebring Coupe,46000,06457-3834,6332351,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
C_CND_003522,2022-06-26,Maelys,1,2460000,Saab-Belle Dodge,Toyota,Celica,31000,60504-7114,7621698,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
C_CND_003523,2022-06-26,Romain,1,891000,C & M Motors Inc,Chevrolet,Malibu,21001,60504-7114,6930680,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
C_CND_003524,2022-06-26,Leah,1,670000,Enterprise Rent A Car,Mercury,Sable,39000,60504-7114,7159425,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
C_CND_003525,2022-06-26,Leilani,1,13500,Gartner Buick Hyundai Saab,Oldsmobile,Silhouette,25000,38701-8047,8858695,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
C_CND_003526,2022-06-26,London,0,292000,Hatfield Volkswagen,Porsche,Carrera Coupe,22000,99301-3882,7360276,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003527,2022-06-26,Londyn,1,602000,Iceberg Rentals,Lexus,GS400,12000,53546-9427,6704379,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003528,2022-06-26,Lyric,1,13500,McKinney Dodge Chrysler Jeep,Toyota,Corolla,14000,85257-3102,7882348,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
C_CND_003529,2022-06-26,Mackenzie,1,13500,Motor Vehicle Branch Office,Volkswagen,Passat,27000,78758-7841,8861584,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
C_CND_003530,2022-06-26,Madison,1,13500,Nebo Chevrolet,Ford,Expedition,41000,06457-3834,8737119,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
C_CND_003531,2022-06-28,Alijah,0,875000,Ryder Truck Rental and Leasing,Acura,TL,29000,06457-3834,6213708,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003532,2022-06-28,Alvin,1,1529500,Saab-Belle Dodge,Mercury,Grand Marquis,71950,60504-7114,7183086,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
C_CND_003533,2022-06-28,Amadou,0,1250000,Scrivener Performance Engineering,Lexus,GS300,57000,38701-8047,7583649,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
C_CND_003534,2022-06-28,Amar'E,0,1200000,Star Enterprises Inc,Chrysler,300M,22000,99301-3882,7101783,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
C_CND_003535,2022-06-28,Amare,1,13500,Suburban Ford,Cadillac,Seville,44000,53546-9427,8812684,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
C_CND_003536,2022-06-28,Amari,1,600000,Tri-State Mack Inc,Oldsmobile,Bravada,19000,85257-3102,7085043,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003537,2022-06-28,Griffin,1,635000,C & M Motors Inc,Volvo,S70,32000,60504-7114,7192119,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
C_CND_003538,2022-06-28,Jayla,1,13500,Hatfield Volkswagen,Saab,03-Sep,69000,99301-3882,6108595,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
C_CND_003539,2022-06-28,Jaylah,1,680000,Iceberg Rentals,Chrysler,LHS,21000,53546-9427,7999624,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003540,2022-06-28,Jayleen,1,1205000,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,14500,85257-3102,6817094,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
C_CND_003541,2022-06-28,Jaylene,1,491000,Motor Vehicle Branch Office,Volkswagen,Jetta,38000,78758-7841,7001479,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003542,2022-06-28,Jaylin,0,13500,Nebo Chevrolet,Porsche,Carrera Cabrio,32000,06457-3834,6616010,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003543,2022-06-28,Liliana,1,1450000,Motor Vehicle Branch Office,Honda,Accord,43000,78758-7841,6750201,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
C_CND_003544,2022-06-28,Lily,1,1000000,Nebo Chevrolet,Volvo,V70,39000,06457-3834,6598341,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003545,2022-06-28,Lindsay,1,855000,New Castle Ford Lincoln Mercury,Ford,Taurus,69000,60504-7114,6374699,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
C_CND_003546,2022-06-28,Lizbeth,1,675000,Pars Auto Sales,Jaguar,S-Type,16000,38701-8047,8879198,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
C_CND_003547,2022-06-28,London,1,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Town car,17000,99301-3882,7878854,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003548,2022-06-28,Lucia,1,588000,Progressive Shippers Cooperative Association No,Saturn,SC,12000,53546-9427,6813543,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003549,2022-06-28,Gann,1,675000,Star Enterprises Inc,Dodge,Durango,27000,99301-3882,7042147,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2
C_CND_003550,2022-06-28,Dalva,1,860000,Suburban Ford,Honda,Odyssey,27000,53546-9427,7920269,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003551,2022-06-28,Evan,1,735000,Tri-State Mack Inc,Honda,CR-V,22000,85257-3102,7953812,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
C_CND_003552,2022-06-28,Izabela,0,1350000,U-Haul CO,Chrysler,300M,26000,78758-7841,6710957,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
C_CND_003553,2022-06-28,Jhon,0,13500,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,22000,53546-9427,7120918,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003554,2022-06-28,Theo,0,608500,Rabun Used Car Sales,Ford,Expedition,10500,85257-3102,7402084,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003555,2022-06-28,Makayla,1,1337000,New Castle Ford Lincoln Mercury,Dodge,Durango,31700,60504-7114,7902784,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
C_CND_003556,2022-06-28,Malia,1,13500,Pars Auto Sales,Mitsubishi,Diamante,12000,38701-8047,8457986,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
C_CND_003557,2022-06-28,Maliyah,1,970000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,25000,99301-3882,8028589,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
C_CND_003558,2022-06-28,Mariah,0,550000,Progressive Shippers Cooperative Association No,Cadillac,Seville,22000,53546-9427,8845647,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
C_CND_003559,2022-06-28,Mariam,1,1232000,Rabun Used Car Sales,Dodge,Caravan,19200,85257-3102,6976511,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
C_CND_003560,2022-06-28,Mariama,0,1200000,Race Car Help,Saturn,SC,61000,78758-7841,7953407,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
C_CND_003561,2022-06-29,Amir,0,980000,U-Haul CO,Toyota,RAV4,27000,78758-7841,6751208,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003562,2022-06-29,Andre,1,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Camaro,24000,06457-3834,6699979,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
C_CND_003563,2022-06-29,Andrew,1,535000,C & M Motors Inc,Porsche,Carrera Cabrio,32000,60504-7114,7304231,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2
C_CND_003564,2022-06-29,Angel,0,1230000,Capitol KIA,Jeep,Cherokee,36000,38701-8047,8358541,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
C_CND_003565,2022-06-29,Jazlyn,1,566000,New Castle Ford Lincoln Mercury,Mercedes-B,CL500,22000,60504-7114,6296174,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
C_CND_003566,2022-06-29,Jazmin,0,13500,Pars Auto Sales,Ford,Contour,19000,38701-8047,6534140,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
C_CND_003567,2022-06-29,Jazmine,1,740000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,31000,99301-3882,8385848,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2
C_CND_003568,2022-06-29,Jazzlyn,0,1006000,Progressive Shippers Cooperative Association No,Chevrolet,Monte Carlo,21600,53546-9427,8883860,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003569,2022-06-29,Luna,1,455000,Rabun Used Car Sales,Audi,A6,27000,85257-3102,8717704,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
C_CND_003570,2022-06-29,Luz,1,602500,Race Car Help,Ford,Expedition,10500,78758-7841,8598307,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2
C_CND_003571,2022-06-29,Madeline,1,662000,Ryder Truck Rental and Leasing,Toyota,Celica,45000,06457-3834,7373920,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
C_CND_003572,2022-06-29,Madelyn,1,1420000,Saab-Belle Dodge,Mercedes-B,SL-Class,38000,60504-7114,7556502,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2
C_CND_003573,2022-06-29,Cloe,0,290000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,12000,53546-9427,7066417,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003574,2022-06-29,Ines,1,920000,Rabun Used Car Sales,Buick,Regal,46000,85257-3102,8217625,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003575,2022-06-29,Tya,0,540000,Race Car Help,Plymouth,Voyager,75000,78758-7841,6626877,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003576,2022-06-29,Gregory,1,1310000,Ryder Truck Rental and Leasing,Hyundai,Elantra,22000,06457-3834,7620255,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
C_CND_003577,2022-06-29,Maryam,1,950000,Ryder Truck Rental and Leasing,Mitsubishi,Montero Sport,53000,06457-3834,7253810,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
C_CND_003578,2022-06-29,Maya,0,630000,Saab-Belle Dodge,Volkswagen,Cabrio,17000,60504-7114,6408444,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
C_CND_003579,2022-06-29,Mckenzie,1,460000,Scrivener Performance Engineering,Dodge,Ram Pickup,16000,38701-8047,8552123,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003580,2022-06-29,Melanie,1,1138000,Star Enterprises Inc,Lincoln,Town car,18800,99301-3882,7267551,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003581,2022-07-02,Anthony,1,13500,Chrysler of Tri-Cities,Mercedes-B,M-Class,41001,99301-3882,6663963,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2
C_CND_003582,2022-07-02,Antonio,1,13500,Chrysler Plymouth,Buick,Regal,19001,53546-9427,8792307,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003583,2022-07-02,Ashton,1,785000,Classic Chevy,Mercedes-B,M-Class,41001,85257-3102,8663547,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003584,2022-07-02,Austin,1,1240000,Clay Johnson Auto Sales,Mercury,Grand Marquis,19001,78758-7841,6292077,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
C_CND_003585,2022-07-02,Avery,1,13500,Diehl Motor CO Inc,Ford,Crown Victoria,29000,06457-3834,6469045,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003586,2022-07-02,Ayden,1,700000,Enterprise Rent A Car,Oldsmobile,Cutlass,46000,60504-7114,6345501,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
C_CND_003587,2022-07-02,Benjamin,0,880000,Gartner Buick Hyundai Saab,Chrysler,Concorde,46000,38701-8047,8221669,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
C_CND_003588,2022-07-02,Blake,0,13500,Hatfield Volkswagen,Buick,LeSabre,20000,99301-3882,8635229,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
C_CND_003589,2022-07-02,Brandon,0,675000,Iceberg Rentals,Mercury,Grand Marquis,9000,53546-9427,6390730,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
C_CND_003590,2022-07-02,Brian,0,13500,McKinney Dodge Chrysler Jeep,Jeep,Grand Cherokee,15000,85257-3102,8667734,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003591,2022-07-02,Bryan,1,1350000,Motor Vehicle Branch Office,Mitsubishi,Diamante,19000,78758-7841,8513685,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003592,2022-07-02,Bryce,1,1110000,Nebo Chevrolet,Buick,Regal,19000,06457-3834,8068852,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003593,2022-07-02,Bryson,1,1305000,New Castle Ford Lincoln Mercury,Infiniti,I30,21500,60504-7114,8186412,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
C_CND_003594,2022-07-02,John,1,521000,U-Haul CO,Chrysler,Concorde,18000,78758-7841,8806692,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003595,2022-07-02,Naftuli,1,1225000,Suburban Ford,Ford,Ranger,18500,53546-9427,6019713,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
C_CND_003596,2022-07-02,Jimena,1,1400000,Ryder Truck Rental and Leasing,Porsche,Boxter,26000,06457-3834,8628228,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
C_CND_003597,2022-07-02,Yehudis,0,410000,Suburban Ford,Chevrolet,Prizm,15000,53546-9427,8165842,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003598,2022-07-02,Jonathan,1,940000,Race Car Help,Infiniti,I30,22000,78758-7841,6751420,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003599,2022-07-02,Camila,1,365000,Star Enterprises Inc,Chevrolet,Prizm,21000,99301-3882,8120875,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003600,2022-07-02,Julia,0,615000,Suburban Ford,Pontiac,Grand Prix,42000,53546-9427,8421653,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003601,2022-07-02,Juliana,1,755000,Tri-State Mack Inc,Plymouth,Neon,29000,85257-3102,8923896,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
C_CND_003602,2022-07-02,Julianna,1,635000,U-Haul CO,Acura,RL,34000,78758-7841,8157539,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2
C_CND_003603,2022-07-02,Julie,1,762000,Progressive Shippers Cooperative Association No,Dodge,Avenger,22000,53546-9427,7463651,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003604,2022-07-02,Juliet,1,13500,Rabun Used Car Sales,Toyota,Camry,31000,85257-3102,6862270,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003605,2022-07-02,Juliette,0,811000,Race Car Help,Mercedes-B,S-Class,10000,78758-7841,8934287,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
C_CND_003606,2022-07-02,Julissa,1,13500,Ryder Truck Rental and Leasing,Acura,RL,17000,06457-3834,8352286,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
C_CND_003607,2022-07-02,Madison,1,920000,Scrivener Performance Engineering,Plymouth,Breeze,22000,38701-8047,6903594,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
C_CND_003608,2022-07-02,Makayla,0,400000,Star Enterprises Inc,Oldsmobile,Bravada,17000,99301-3882,6223594,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003609,2022-07-02,Maria,0,706000,Suburban Ford,Volkswagen,Beetle,45000,53546-9427,8457444,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003610,2022-07-02,Mariah,0,1450000,Tri-State Mack Inc,Lincoln,Town car,26000,85257-3102,8802833,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003611,2022-07-02,Mariana,1,1287000,U-Haul CO,BMW,323i,21700,78758-7841,6008218,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003612,2022-07-02,Marilyn,1,13500,Progressive Shippers Cooperative Association No,Saturn,LW,18000,53546-9427,7826540,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003613,2022-07-02,Marisol,1,13500,Rabun Used Car Sales,Pontiac,Grand Prix,19000,85257-3102,7440399,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
C_CND_003614,2022-07-02,Maya,0,650000,Race Car Help,Mercedes-B,C-Class,14000,78758-7841,7929388,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003615,2022-07-02,Megan,1,656000,Ryder Truck Rental and Leasing,Ford,Contour,19000,06457-3834,8174355,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
C_CND_003616,2022-07-02,Melanie,1,930000,Saab-Belle Dodge,Saab,03-Sep,69000,60504-7114,7970478,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
C_CND_003617,2022-07-02,Melany,0,702000,Scrivener Performance Engineering,Ford,Expedition,26000,38701-8047,8736565,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
C_CND_003618,2022-07-02,Melissa,1,415000,Star Enterprises Inc,Jeep,Wrangler,23000,99301-3882,6532517,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003619,2022-07-02,Melody,1,650000,Suburban Ford,Saturn,LS,24000,53546-9427,6904541,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
C_CND_003620,2022-07-02,Rachel,1,1080000,Diehl Motor CO Inc,Saturn,SC,33001,06457-3834,6368139,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
C_CND_003621,2022-07-02,Alexandre,0,590000,Scrivener Performance Engineering,Saturn,LW,18000,38701-8047,6496639,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
C_CND_003622,2022-07-02,Julia,1,825000,Star Enterprises Inc,Mercury,Villager,14000,99301-3882,8835851,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003623,2022-07-02,Gregory,1,13500,Suburban Ford,Chrysler,LHS,20000,53546-9427,7954738,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
C_CND_003624,2022-07-02,Pauline,1,13500,Tri-State Mack Inc,Saturn,SC,12001,85257-3102,7944370,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2
C_CND_003625,2022-07-02,Emilio,0,13500,U-Haul CO,Pontiac,Grand Am,19000,78758-7841,6997941,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
C_CND_003626,2022-07-02,Florent,1,450000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,17000,06457-3834,7563749,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
C_CND_003627,2022-07-02,Clotilde,0,1250000,Race Car Help,Mercedes-B,SL-Class,38001,78758-7841,6671072,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
C_CND_003628,2022-07-02,Chiara,1,563000,Capitol KIA,Plymouth,Voyager,20000,38701-8047,7869571,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
C_CND_003629,2022-07-02,Eva,1,13500,Chrysler of Tri-Cities,Cadillac,Eldorado,29000,99301-3882,6535208,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
C_CND_003630,2022-07-02,Solene,1,750000,Chrysler Plymouth,Mercedes-B,CL500,29000,53546-9427,8503526,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
C_CND_003631,2022-07-02,Julie,1,515000,Classic Chevy,Toyota,Celica,45000,85257-3102,7349598,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
C_CND_003632,2022-07-02,Dylan,1,825000,Clay Johnson Auto Sales,Mitsubishi,3000GT,24000,78758-7841,8671154,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
C_CND_003633,2022-07-02,Mia,0,870000,Suburban Ford,Mitsubishi,Diamante,18000,53546-9427,8036292,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
